IATTC Vessel number,Register Status,Vessel,Flag,Gear,Fish hold volume (m3),Confirmation date,Carrying capacity (t),Port of registration,Registration number,IMO number,Call sign,Length (m),Length type,Beam (m),Depth (m),Gross tonnage (t),Engine power (HP),Year built,Shipyard,Company name,Business Address,Previous name,Previous flag,Notes,Image available?,Last modification
17091,,St. Marianne,United States,Longline,,,18,Honolulu,583780,7732731,WDJ2093,23.46,Length Overall,6.82,3.38,129,540,1977,,"Libra Delta, LLC","628 Honua Street, Honolulu, HI 96816-4904, United States",,,   ,No,06 Apr 2018
18960,,Stormi,United States,Longline,,,,,622027,,WDM4977,23.62,Length Registered,,,,,1980,,,,,,   ,No,25 Sep 2023
13750,,Sylvia,United States,Longline,,,12,Honolulu,686609,,WDE3606,21.94,Length Overall,6.7,2.59,85,402,1985,Ky Ronald Vu,B-52 Incorporated,"1936 Kuapapa Place Suite A, Honolulu, HI 96819-6011, United States",,,   ,No,25 Sep 2009
7381,,The Seeker II,United States,Longline,61,,41,Barnegat Light,588768,7743027,WDD3892,23.46,Length Overall,6.82,3.38,129,395,1977,,Seeker Fisheries Incorporated,"1253 S. Beretania Street, PMB 2921, Honolulu, HI 96814, United States",,,   ,No,30 Oct 2014
7425,,Triple Andy,United States,Longline,27,,29,Honolulu,968001,8855097,WDC9892,25.84,Length Overall,7.62,3.35,129,650,1990,East Orleans Marine Company,Christine Tran Incorporated,"215 N. King Street Apt. 2003, Honolulu, HI 96817-6709, United States",Lady Christine II - Change to Triple Andy notified on 08 May 2017 (recorded on 23 May 2017) - Flag at time of change: United States,,   ,Yes,23 May 2017
12421,,Triple Dragon,United States,Longline,,,12,Honolulu,913733,8937730,WDG6494,23.77,Length Overall,6.73,2.83,97,485,1987,Tu Du Huynh,Triple Dragon LLC,"802 Cedar Street, Honolulu, HI 96814-2331, United States",Victoria - Change to Triple Dragon notified on 28 Jun 2013 (recorded on 01 Sep 2013) - Flag at time of change: United States,,   ,Yes,30 Oct 2014
17319,,Vak 1,United States,Longline,,,12,Honolulu,909782,,WBJ9597,20.72,Length Registered,6.55,2.37,69,420,1987,,"VAK Fisheries, LLC","501 N. Nimitz Highway Pier 19, Honolulu, HI 96817-5928, United States",,,   ,No,08 Jan 2019
12418,,Vak 2,United States,Longline,,,10,Honolulu,909147,,WDE9960,21.33,Length Overall,7.31,2.43,82,385,1987,Trung Van Tran,"VAK Fisheries, LLC","501 N. Nimitz Highway Pier 19, Honolulu, HI 96817-5928, United States",Blue Fin - Change to Vak 2 notified on 25 Jun 2010 (recorded on 21 Sep 2010) - Flag at time of change: United States,,   ,Yes,21 Sep 2010
12420,,Vak 3,United States,Longline,,,10,Honolulu,910988,,WDF6735,20.11,Length Overall,6.7,2.28,65,350,1987,Russell Portier Boat Building,GAO Investment Incorporated,"501 N Nimitz Highway Pier 19, Honolulu, HI 96817-5928, United States",Vak - Change to Vak 3 notified on 15 Jul 2014 (recorded on 30 Oct 2014) - Flag at time of change: United States,,   ,Yes,09 Feb 2016
13752,,Vui Vui,United States,Longline,,,14,Honolulu,930207,8817875,WDD3432,22.86,Length Overall,7.01,3.04,137,600,1988,Tan Lee,,"1333 Wanaka Street, Honolulu, HI 96818, United States",,,   ,No,25 Sep 2009
13753,,Vui Vui II,United States,Longline,,,16,Honolulu,914121,8941937,WDE9678,24.23,Length Overall,7.31,3.2,158,650,1987,Universal Shipbuilding Incorporated,,"1333 Wanaka Street, Honolulu, HI 96818, United States",,,   ,No,25 Sep 2009
10665,,Yaozaa,United States,Longline,82,,58,Honolulu,659760,8886711,WDE4824,21.33,Length Overall,6.27,4.11,96,520,1983,Valhalla Yachts,Ecofisherman Incorporated,"99-904A Halawa Drive, Aiea, HI 96701, United States",Natalie Rose - Change to Yaozaa notified on 29 Jun 2009 (recorded on 24 Sep 2009) - Flag at time of change: United States,,   ,Yes,30 Oct 2014
18854,,4 Ts,United States,Multi-purpose,,,1,Santa Cruz,CF4123KL,,,9.14,Length Registered,2.43,0.6,5,370,1982,,,"P.O. Box 66965, Scotts Valley, CA 95067-6965, United States",,,   ,No,25 May 2025
13154,,Action Pak,United States,Multi-purpose,,,9,Westport,908694,,,14.02,Length Overall,4.41,1.21,15,500,1986,Delta Marine,Action Pak Incorporated,"P.O. Box 111, Raymond, WA 98577-0111, United States",,,   ,No,17 Jan 2008
19268,,Adaptation,United States,Multi-purpose,,,1,Arena Cove,CF3676SU,,,8.22,Length Registered,2.98,1.21,5,300,,,,"41754 Roseman Creek Road, Gualala, CA 95445-8559, United States",,,   ,No,25 May 2025
9635,,Aku,United States,Multi-purpose,11,,6,Ilwaco,249891,,WDB6358,12.07,Length Overall,3.81,1.73,18,165,1946,Steel-enders Incorporated,Aku Incorporated,"207 Main Street , P.O. Box 573, Ilwaco, WA 98624-0573, United States",,,   ,Yes,09 Feb 2016
9651,,Alliance,United States,Multi-purpose,46,,24,Newport,637848,8566000,WDD8786,17.28,Length Overall,4.96,2.28,42,290,1981,Ron Warren,,"5382 Coast Road, Santa Cruz, CA 95060-5625, United States",,,   ,No,09 Jun 2025
15684,,Amigo,United States,Multi-purpose,,,5,San Francisco,552022,,WDD5375,15.24,Length Overall,4.87,2.01,32,500,1973,,,"16107 Coleman Valley Road, Occidental, CA 95465-9228, United States",,,   ,No,25 Sep 2023
9677,,Ana Maria,United States,Multi-purpose,57,,29,San Diego,610765,8566012,WDE4989,16.39,Length Overall,5.48,2.92,71,275,1979,,Ana Maria Fishery Inc.,"487 Mountain View Road, El Cajon, CA 92021-3849, United States",,,   ,No,04 Oct 2024
10231,,Anna C,United States,Multi-purpose,17,,11,Westport,921637,,WDK7603,14.02,Length Overall,4.26,1.82,35,225,1986,Little Hoquiam Boat Shop,Charter Boat Playboy Too Incorporated,"P.O. Box 2176, Westport, WA 98595-2176, United States",Howard H - Change to Anna C notified on 27 Feb 2023 (recorded on 21 Mar 2023) - Flag at time of change: United States,,   ,Yes,21 Mar 2023
922,,Antoinette W,United States,Multi-purpose,38,,27,Oceanside,606156,,WDC2748,13.83,Length Overall,4.87,2.31,34,255,1978,David O Rold,Oceanside Bait Company Incorporated,"1636 James Drive, Carlsbad, CA 92008-1956, United States",Antionette - Change to Antoinette W notified on 01 Jan 1990 (recorded on 01 Jan 1990) - Flag at time of change: United States,,   ,Yes,20 Apr 2018
15340,,Aqua Leo,United States,Multi-purpose,,,18,Santa Cruz,1237502,,WDG2589,15.1,Length Registered,5.48,2.28,36,300,2012,,Aqua Leo,"1122 Live Oak Avenue, Santa Cruz, CA 95062-2817, United States",,,   ,No,10 Jul 2025
18858,,Area 51,United States,Multi-purpose,,,2,Newport Beach,CF1314KJ,,,9.44,Length Registered,3.65,1.82,14,425,2001,,,,,,   ,No,25 May 2025
18624,,Aurea B,United States,Multi-purpose,,,1,San Diego,CF3461TP,,,10.36,Length Registered,3.65,1.21,7,315,1982,,Beano Fish Company,"2543 Mesa Drive, Oceanside, CA 92054-3712, United States",,,   ,No,21 Mar 2023
1084,,Aurora,United States,Multi-purpose,27,,23,San Diego,571063,,WDP4475,13.22,Length Overall,5.02,2.19,34,318,1976,,,"113 W G Street #556, San Diego, CA 92101-6096, United States",Saronga - Change to Aurora notified on 25 Sep 2024 (recorded on 30 Sep 2024) - Flag at time of change: United States,,   ,Yes,30 Sep 2024
12929,,Avenger,United States,Multi-purpose,,,14,Westport,574139,,WBG5434,18.44,Length Overall,5.82,2.07,63,800,1976,Kelly's Enterprises Incorporated,,"P.O. Box 309, Westport, WA 98595-0309, United States",Neddie Rose - Change to Avenger notified on 13 Sep 2023 (recorded on 25 Sep 2023) - Flag at time of change: United States,,   ,No,25 Sep 2023
9755,,Barbara Marie,United States,Multi-purpose,48,,38,Morro Bay,643587,,WDE2279,18.04,Length Overall,3.1,2.31,56,350,1981,David O Rold,,"P.O. Box 971, Reno, NV 89504, United States",,,   ,No,09 Jun 2025
14981,,Bass Tub,United States,Multi-purpose,,,1,San Francisco,593300,,WDF3974,15.84,Length Overall,5.48,1.82,44,1000,1978,,,"15 Sunset Court, Novato, CA 94947-4838, United States",,,   ,No,25 Sep 2023
19269,,Bavaria,United States,Multi-purpose,,,14,Sitka,565148,,,15.2,Length Registered,4.87,2.25,40,210,,,,,,,   ,No,25 May 2025
19028,,Bay Classic,United States,Multi-purpose,,,1,,CF9171KX,,,8.53,Length Registered,3.04,0.91,5,440,1985,,,"586 Cattail Court, American Canyon, CA 94503-4178, United States",,,   ,No,26 Feb 2024
18860,,BB Pelagic,United States,Multi-purpose,,,1,,1231785,,,12.25,Length Registered,,,27,,2008,,,,,,   ,No,25 Sep 2023
13035,,Beloit II,United States,Multi-purpose,,,21,Everett,226438,,WDF3980,15.6,Length Overall,4.35,2.31,32,180,1927,Western Boat Building Company,,"407 Lakewood Road, Arlington, WA 98223-5477, United States",,,   ,No,04 Aug 2025
7385,,Betty H,United States,Multi-purpose,117,,68,Bellingham,560992,,WDD7834,23.59,Length Overall,5.79,2.71,108,250,1974,Reynolds Incorporated,Spencer Seafoods,"10119 Highway 12 SW #10, Rochester, WA 98579-8621, United States",,,   ,Yes,26 Feb 2024
2197,,Billie Marie II,United States,Multi-purpose,66,,50,Westport,585653,8561969,WBR6203,20.42,Length Overall,5.48,2.43,58,335,1977,Reynolds Incorporated,Bellarella Incorporated,"2593 Tokeland Road, P.O. Box 126, Tokeland, WA 98590-0126, United States",,,   ,Yes,02 Mar 2018
19239,,Bloodbath,United States,Multi-purpose,,,1,Newport,OR956AHW,,,9.44,Length Registered,0.6,1.21,1,,2024,,,,,,   ,No,03 Mar 2025
12875,,Blue Chip,United States,Multi-purpose,16,,18,Chinook,513937,,WDB7804,14.87,Length Overall,4.29,1.82,24,350,1968,Ron Rawson Incorporated,TBU Fish Company Incorporated,"699 Highway 101, P.O. Box 25 , Chinook, WA 98614-0025, United States",,,   ,No,25 Sep 2023
18863,,Bluebill,United States,Multi-purpose,,,1,,999779,,,12.8,Length Registered,,,12,,1993,,,,,,   ,No,25 Sep 2023
9807,,Bonnie Marietta,United States,Multi-purpose,14,,7,Morro Bay,633694,,WCZ7020,10.69,Length Overall,4.11,1.37,19,210,1981,International Offshore Marine,,"1245 Embarcadero, Morro Bay, CA 93442-2041, United States",,,   ,No,09 Feb 2016
18222,,Boundless,United States,Multi-purpose,,,1,San Diego,CF9087LE,,,7.62,Length Registered,2.43,0.6,3,300,2003,,Boundless Boat Charters LLC,"3960 W Point Loma Boulevard, Suite H142, San Diego, CA 92110-5643, United States",,,   ,No,16 Feb 2021
6483,,Calogera A,United States,Multi-purpose,76,,54,San Diego,984694,,WDD9996,17.67,Length Overall,6.4,3.2,77,500,1992,,Calogera A Incorporated,"1266 Moana Drive, San Diego, CA 92107-3968, United States",,,   ,Yes,26 Feb 2024
18032,,Calypso,United States,Multi-purpose,,,4,San Diego,CF6266TF,,,12.19,Length Registered,3.65,0.91,9,243,1991,US Navy,,"1481 Country Crest Drive, El Cajon, CA 92021-3605, United States",,,   ,No,22 Dec 2019
10591,,Capt Hook,United States,Multi-purpose,8,,5,Dana Point,650819,,WDD3777,14.29,Length Overall,4.87,2.77,33,850,1982,,,"1125 Moana Drive, San Diego, CA 92107, United States",Captain Hook - Change to Capt Hook notified on 08 Jun 2007 (recorded on 17 Jan 2008) - Flag at time of change: United States,,   ,Yes,23 Dec 2015
9845,,Captain Banjo,United States,Multi-purpose,42,,34,Eureka,292441,,WCY6356,18.8,Length Overall,5.33,2.49,54,400,1963,"Rockport, Yacht & Supply",,"1665 Tonya Lane, McKinleyville, CA 95519, United States",,,   ,No,06 Feb 2003
13831,,Carol M,United States,Multi-purpose,,,36,Seattle,225374,,WDE7773,18.89,Length Overall,4.69,2.4,39,350,1926,,Clausen Fisheries,"4402 S. 164th Street, Tukwila, WA 98188-3213, United States",,,   ,No,29 Jun 2009
19272,,Carri Lynn,United States,Multi-purpose,,,4,San Diego,CF9522ZS,,,12.49,Length Registered,4.26,2.13,13,300,,Unknown,,"3736 Odom Street, San Diego, CA 92115-7019, United States",,,   ,No,25 May 2025
13005,,Castaway,United States,Multi-purpose,,,22,Pelican,555318,,WDJ9487,17.06,Length Overall,5.12,2.43,45,300,1973,Martin Allen,,"P.O. Box 2015, Petersburg, AK 99833, United States",,,   ,No,08 Jan 2019
11299,,Charlotte M,United States,Multi-purpose,61,,73,San Diego,629672,,WDG2105,22.55,Length Overall,6.7,3.35,96,550,1980,Berggren's Marine Industries,"Charca Fish II, LLC","775 East Blithdale Avenue #149, Mill Valley, CA 94941-1554, United States",Victoria City - Change to Charlotte M notified on 03 Jul 2012 (recorded on 25 Sep 2012) - Flag at time of change: United States,,   ,No,06 Feb 2003
9917,,Condor II,United States,Multi-purpose,44,,37,Bodega Bay,545999,,WDF3931,15.39,Length Overall,4.78,2.01,40,335,1973,Makela Bros Boat Works,,"P.O. Box 193, Bodega Bay, CA 94923-0193, United States",,,   ,Yes,09 Jun 2025
15004,,Connie S,United States,Multi-purpose,,,73,San Diego,1047576,,WDG2104,24.17,Length Overall,7.31,3.84,129,500,1996,,"Charca Fish VI, LLC","775 East Blithdale Avenue #149, Mill Valley, CA 94941-1554, United States",,,   ,No,25 Sep 2012
9925,,Courageous,United States,Multi-purpose,32,,27,Warrenton,641334,,WCX3447,13.41,Length Overall,4.87,2.43,40,320,1981,Slater Boats Incorporated,Hardknot Fishing Incorporated,"P.O. Box 1043, 89379 Dell Moor Loop, Warrenton, OR 97146-1043, United States",,,   ,Yes,30 Oct 2014
19109,,Cul8er,United States,Multi-purpose,,,2,Wilmington,CF4751GW,,,7.92,Length Registered,2.43,3.65,9,200,1978,,,"1707 Ravenna Avenue, Wilmington, CA 90744-1326, United States",,,   ,No,04 Oct 2024
16028,,Cutting Edge,United States,Multi-purpose,,,7,Unknown Port,1259986,,,15.2,Length Registered,4.87,2.25,35,575,2015,,,"607 Hemlock Street NE, P.O. Box 64, Ilwaco, WA 98624-9086, United States",,,   ,No,23 Dec 2015
15844,,Dakota Lady,United States,Multi-purpose,,,1,Fort Bragg,CF5641JL,,MPGB033727,6.7,Length Overall,2.43,0.91,3,200,1987,,,"108 Wall Street, Fort Bragg, CA 95437-4423, United States",,,   ,No,25 May 2025
9941,,Dalena,United States,Multi-purpose,180,,113,Bellingham,1038177,,WDD6404,27.24,Length Overall,7.31,3.93,169,425,1995,Johnson Shipbuilding & Repair Company Incorporated,Dalena Incorporated,"4570 Anderson Way, Bellingham, WA 98226-7937, United States",,,   ,No,06 Feb 2003
12649,,Deacon,United States,Multi-purpose,,,14,Newport,614750,,WDD5576,13.16,Length Overall,4.38,1.95,26,260,1979,Henry C Marsh,Crabby Fish Incorporated,"1218 NW Grove Street, Newport, OR 97365-2434, United States",,,   ,No,09 Feb 2016
18460,,Donna Louise,United States,Multi-purpose,,,1,Fountain Valley,CF5784TJ,,,7.92,Length Overall,2.43,1.21,3,260,1977,,,"18600 Callens Circle, Fountain Valley, CA 92708-6626, United States",,,   ,No,14 Oct 2021
15948,,Dove,United States,Multi-purpose,,,9,Westport,992704,,,14.63,Length Registered,4.57,1.82,25,180,1993,,"Dove Seafoods, LLC","8408 183rd Street CT E, Puyallup, WA 98375-2309, United States",,,   ,No,09 Feb 2016
10009,,Dream Catcher,United States,Multi-purpose,27,,18,Seattle,550577,,WDA4815,14.63,Length Overall,4.87,2.43,38,300,1973,Little Hoquiam Boat Shop,Eely Incorporated,"P.O. Box 1150, Maple Valley, WA 98038-1150, United States",,,   ,Yes,04 Aug 2025
13389,,El Patron,United States,Multi-purpose,,,2,Westport,582313,,WDC6120,14.47,Length Overall,4.78,2.04,34,750,1977,Delta Marine,"Sea Angel, LLC","510 W Pacific Avenue , P.O. Box 768, Westport, WA 98595-0768, United States",Sea Angel - Change to El Patron notified on 13 Sep 2023 (recorded on 25 Sep 2023) - Flag at time of change: United States,,   ,No,25 Sep 2023
19274,,El Pescador,United States,Multi-purpose,,,1,Huntington Beach,CF4795UC,,,8.41,Length Registered,2.62,0.38,1,200,,,,"6794 Rolling Hills Drive, Riverside, CA 92505-2119, United States",,,   ,No,25 May 2025
15949,,Epic,United States,Multi-purpose,,,4,Avalon,601591,,,19.01,Length Registered,5.66,3.1,75,1430,1979,,Lins Maritime Incorporated,"P.O. Box 664, Avalon, CA 90704, United States",,,   ,No,09 Feb 2016
13369,,Espada,United States,Multi-purpose,,,5,Dana Point,624462,,WDC6853,11.36,Length Overall,3.96,1.61,19,430,1980,Vega Marine Corporation,Espada Fishing,"34581 Calle Portola, Capistrano Beach, CA 92624, United States",,,   ,No,09 Feb 2016
13124,,F/V Brandy,United States,Multi-purpose,,,4,Ilwaco,601350,,WDH7511,11.27,Length Overall,4.14,1.92,31,330,1979,Tom Hockema,Ryan Walters Incorporated,"P.O. Box 904, Long Beach, WA 98631-0904, United States",Brandy - Change to F/V Brandy notified on 11 Feb 2025 (recorded on 03 Mar 2025) - Flag at time of change: United States,,   ,No,03 Mar 2025
18466,,Falcon,United States,Multi-purpose,,,23,Westport,561887,,WUR7304,16.82,Length Overall,4.87,2.31,45,350,1974,,Falcon Fishing Company,"303 NW 56th Street, Newport, OR 97365-1245, United States",,,   ,No,14 Oct 2021
16053,,Farallon,United States,Multi-purpose,,,1,Seattle,WN7260SH,,,8.53,Length Registered,2.74,0.76,4,300,2007,,,"11405 5th Avenue S, Seattle, WA 98168-1478, United States",No Name - Change to Farallon notified on 27 Feb 2023 (recorded on 21 Mar 2023) - Flag at time of change: United States,,   ,No,04 Oct 2024
17116,,Fat Cat,United States,Multi-purpose,,,5,Ilwaco,1278219,,,14.02,Length Registered,3.96,2.13,25,870,2017,,,"P.O. Box 636, Tenino, WA 98589-0636, United States",,,   ,No,20 Apr 2018
9723,,Finner,United States,Multi-purpose,11,,7,San Diego,597524,,WYB3011,11.76,Length Overall,3.96,1.61,17,255,1978,Vega Marine Corporation,,"876 S Rice Road, Ojai, CA 93023-3405, United States",Aurelia - Change to Finner notified on 13 May 2025 (recorded on 25 May 2025) - Flag at time of change: United States,,   ,No,25 May 2025
18882,,Fish Invader,United States,Multi-purpose,,,2,,CF2298XK,,,8.83,Length Registered,,,3,,2020,,,,,,   ,No,25 Sep 2023
11351,,Fortuna,United States,Multi-purpose,16,,7,Westport,629929,,WTB6233,12.8,Length Overall,4.08,1.09,19,545,1980,,"Glenacres Charters, LLC","100 S 1st, Suite 101, Aberdeen, WA 98520-6502, United States",Leslie Anne - Change to Fortuna notified on 29 Jun 2009 (recorded on 04 Jan 2010) - Flag at time of change: United States,,   ,No,30 Oct 2014
16127,,Freedom II,United States,Multi-purpose,,,1,Oceanside,576034,,WDI9058,9.72,Length Registered,3.5,1.61,9,240,1976,,,"20175 Colina Encantada Way, Escondido, CA 92029-4703, United States",,,   ,No,25 May 2025
19162,,FV Northern Spy,United States,Multi-purpose,,,3,Ilwaco,WN7547CH,,,12.19,Length Registered,3.04,1.58,11,135,1962,,,,F/V Northern Spy - Change to FV Northern Spy notified on 11 Jun 2025 (recorded on 17 Jun 2025) - Flag at time of change: United States,,   ,No,20 Jun 2025
18474,,Gianna Beth,United States,Multi-purpose,,,,San Pedro,CF0665SL,,WCP3132,7.46,Length Overall,2.74,0.91,4,260,1994,,,"1817 Barrywood Avenue, San Pedro, CA 90731-1214, United States",,,   ,No,04 Oct 2024
10155,,Goldcoast,United States,Multi-purpose,,,3,San Diego,622026,,WDH7706,11.73,Length Overall,4.26,1.21,11,405,1980,,,"3566 Bacontree Place, San Diego, CA 92111-4728, United States",,,   ,No,20 Apr 2018
18251,,Gorilla,United States,Multi-purpose,,,1,,CF4069VJ,,,7.31,Length Registered,2.59,1.21,2,250,1998,,,"2867 Shields Lane, Fortuna, CA 95540-3241, United States",,,   ,No,16 Feb 2021
18477,,Gray Matter,United States,Multi-purpose,,,1,San Diego,CF6338UR,,,7.92,Length Overall,2.43,0.91,1,300,1979,,,"1526 Evergreen Street, San Diego, CA 92106-2204, United States",,,   ,No,25 May 2025
18684,,Halona,United States,Multi-purpose,,,1,Oceanside,1321985,,,7.92,Length Registered,2.59,1.46,6,400,2021,,,"3631 Cerro Avenue, Oceanside, CA 92056-5011, United States",,,   ,No,25 Sep 2023
18686,,Harperrae,United States,Multi-purpose,,,1,Salinas,CF4899ZZ,,,7.16,Length Registered,2.59,1.18,5,300,2020,,,"231 Arguello Drive, Salinas, CA 93907-2163, United States",,,   ,No,21 Mar 2023
17538,,Haystack IV,United States,Multi-purpose,,,1,Pacific City,OR551ABX,,,6.4,Length Overall,2.43,0.3,1,150,2000,,,"P.O. Box 670, Pacific City, OR 97135-0670, United States",,,   ,No,25 May 2025
17268,,Hiro Maru,United States,Multi-purpose,,,3,San Diego,CF7061TT,,,12.8,Length Registered,4.72,1.37,9,290,1995,,,"2770 Palomino Circle, La Jolla, CA 92037-7064, United States",,,   ,No,25 May 2025
19130,,Homeguard,United States,Multi-purpose,,,1,Oxnard,CF4436NB,,,6.4,Length Registered,2.43,0.45,2,,1992,,,"751 Mckevett Road, Santa Paula, CA 93060-1628, United States",,,   ,No,04 Oct 2024
