"CCSBT Registration Number","Vessel Group","Vessel Name","Previous Vessel Name",Flag,"Authorising Entity",Callsign,"Vessel Registration Number",IMO,Tonnage,"Vessel Type","Gear Type",Length,"Length Type","Owner Name","Owner Address","Owner Country","Operator Name","Operator Address","Operator Country","Onboard Freezing Capacity","Authorisation Start Date","Authorisation End Date"
FV6074,Fishing,"NAGA MAS PERKASA - 19",,Indonesia,Indonesia,YEB4842,"59 NO.2516/PD",8569430,59.00,Longline,LL,23.2,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV7913,Fishing,"NAGA MAS PERKASA",,Indonesia,Indonesia,YBA4041,"190 NO.2701/PD",8569648,190.00,Longline,LL,36.3,LOA,"NG SIONGBOK","JL. MERTASARI GG KELANA NO. 7 GRAHA SANTI, KEL. SIDAKARYA, KEC. DENPASAR SELATAN, KOTA DENPASAR",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6166,Fishing,"MUTIARA - 1",,Indonesia,Indonesia,YEB4427,"42 NO.2637/PD",8526397,42.00,Longline,LL,19.6,LOA,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6199,Fishing,MULIA,,Indonesia,Indonesia,YEB5776,"29 NO.1203/NA",8574320,29.00,Longline,LL,22.5,LOA,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5912,Fishing,"MUTIARA - 11",,Indonesia,Indonesia,YEB5109,"59 NO.1925/PD",8527119,59.00,Longline,LL,22.57,LOA,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6131,Fishing,"MITRA JAYA BERSAMA III",,Indonesia,Indonesia,YEB4440,"43 NO.2612/PD",8527834,43.00,Longline,LL,24,LOA,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6169,Fishing,"MUTIARA - 5",,Indonesia,Indonesia,YEB5126,"43 NO.2638/PD",8565848,43.00,Longline,LL,21.32,LOA,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6152,Fishing,"NAGA MAS PERKASA - 21",,Indonesia,Indonesia,YEB5742,"28 NO.1714/PD",8574370,28.00,Longline,LL,19.62,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6172,Fishing,"MUTIARA - 8",,Indonesia,Indonesia,YEB5127,"56 NO.2534/PD",8565874,56.00,Longline,LL,22.04,LOA,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5870,Fishing,"MUTIARA - 9",,Indonesia,Indonesia,YEB5101,"49 NO.1489/PD",8526957,49.00,Longline,LL,20.42,LOA,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,"INTIMAS SURYA, PT.","JL. MUARA KARANG BLOK O 6 T NO.2 - JAKARTA UTARA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6052,Fishing,"NAGA MAS PERKASA - 26",,Indonesia,Indonesia,YEB5726,"30 NO.2779/PD",8574382,30.00,Longline,LL,24.16,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6732,Fishing,"IAMBEU PEDUNGAN 18","PUTRA BAHARI PRATAMA 27",Indonesia,Indonesia,YB5694,"55 NO.3154/PD",8591407,55.00,Longline,LL,22.45,LOA,"IAMBEU MINA UTAMA, PT.","JL. BY PASS NGURAH RAI NO.17, KEL. PEDUNGAN, KEC. DENPASAR SELATAN, KOTA DENPASAR",Indonesia,"BALI PASIFIK NUSANTARA, PT.","JL. SATURNUS NO.17, KEL. DAUH PURI KELOD, KEC. DENPASAR BARAT, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6424,Fishing,"MITRA JAYA BERSAMA 31",,Indonesia,Indonesia,YEA4563,"86 NO.2647/PD",8561608,86.00,Longline,LL,25.95,LOA,RUSLI,"JL. PALAPA GG. XIII NO. 8 KELURAHAN SESETAN, KEC. DENPASAR SELATAN",Indonesia,RUSLI,"JL. PALAPA GG. XIII NO. 8 KELURAHAN SESETAN, KEC. DENPASAR SELATAN",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4975,Fishing,"HEN - 6",,Indonesia,Indonesia,YEC4066,"29 NO.224/BB",8584337,29.00,Longline,LL,18.62,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5027,Fishing,"LULU MARINA 8",,Indonesia,Indonesia,YEA4209,"71 NO.2088/BC",8528096,71.00,Longline,LL,27.4,LOA,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6642,Fishing,"JAYA ABADI 68",,Indonesia,Indonesia,YEB5705,"27 NO.815/NA",8574423,27.00,Longline,LL,16.72,LOA,"HAI LIE","JL. BEDUGUL GG. MERPATI NO.18, DESA SIDAKARYA, KEC. DENPASAR SELATAN, KOTA DENPASAR, PROV. BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6129,Fishing,"MITRA JAYA BERSAMA - VIII",,Indonesia,Indonesia,YEB4454,"60 NO.2613/PD",8526634,60.00,Longline,LL,24.2,LOA,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4993,Fishing,"JIMI INDAH - IV",,Indonesia,Indonesia,YEA4076,"114 NO.2886/PD",8526488,114.00,Longline,LL,28.99,LOA,"BALI TUNA SEGAR, PT.","JL. IKAN TUNA RAYA NO.17, PELABUHAN BENOA - BALI",Indonesia,"BALI TUNA SEGAR, PT.","JL. IKAN TUNA RAYA NO.17, PELABUHAN BENOA - BALI",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6735,Fishing,"I AM BE U TUAKILANG","SENTOSA JAYA 06",Indonesia,Indonesia,YB5705,"27 NO.3185/PD",8591392,27.00,Longline,LL,19.12,LOA,"IAMBEU MINA UTAMA, PT.","JL. BY PASS NGURAH RAI NO.17, KEL. PEDUNGAN, KEC. DENPASAR SELATAN, KOTA DENPASAR",Indonesia,"BALI PASIFIK NUSANTARA, PT.","JL. SATURNUS NO.17, KEL. DAUH PURI KELOD, KEC. DENPASAR BARAT, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6634,Fishing,"JAYA ABADI - 78",,Indonesia,Indonesia,YEB5700,"44 NO.2834/PD",8569478,44.00,Longline,LL,24.95,LOA,TARNO,"PERUM MERTASARI GRAHA MULYA KAV A-I SIDAKARYA, DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4977,Fishing,"HEN - 88",,Indonesia,Indonesia,YEA4983,"179 NO.2921/PD",8545616,179.00,Longline,LL,30,LOA,"BALI TUNA SEGAR, PT.","JL. IKAN TUNA RAYA NO.17, PELABUHAN BENOA - BALI",Indonesia,"BALI TUNA SEGAR, PT.","JL. IKAN TUNA RAYA NO.17, PELABUHAN BENOA - BALI",Indonesia,No,"01 Jan 2025","31 Dec 2025"
FV6641,Fishing,"LAYARI NUSANTARA",,Indonesia,Indonesia,YEC5377,"29 NO.2332/PD",8584349,29.00,Longline,LL,21.9,LOA,"I NYOMAN MORIS","JL. SEGARA ENING LINGK PURWA SANTHI, DESA TANJUNG BENOA, BADUNG, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6425,Fishing,"FENNY NATALIA - I",,Indonesia,Indonesia,YEB5593,"55 NO.2475/PD",8561567,55.00,Longline,LL,20.31,LOA,"BARUNA SEGARA MANDIRI, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,"BARUNA SEGARA MANDIRI, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5733,Fishing,"BANDAR NELAYAN - 65",,Indonesia,Indonesia,YEB5189,"74 NO.2619/PD",8526969,74.00,Longline,LL,28.4,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6704,Fishing,"BANDAR NELAYAN 582",,Indonesia,Indonesia,YEC5698,"135 NO.3127/PD",8586098,135.00,Longline,LL,32.81,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4893,Fishing,"BANDAR NELAYAN - XII",,Indonesia,Indonesia,YE5616,"147 NO.2495/PD",9833474,147.00,Longline,LL,33.2,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4899,Fishing,"BANDAR NELAYAN - XI",,Indonesia,Indonesia,YE5615,"155 NO.2699/PD",8528280,155.00,Longline,LL,33.5,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6126,Fishing,"DANCUS JAYA",,Indonesia,Indonesia,YEB5143,"42 NO.2652/PD",8561593,42.00,Longline,LL,23.16,LOA,RUSLI,"JL. PALAPA GG. XIII NO. 8 KELURAHAN SESETAN, KEC. DENPASAR SELATAN",Indonesia,"BALI SEGARA NUSANTARA, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6497,Fishing,"GOLDEN TUNA - 66",,Indonesia,Indonesia,YEB5538,"98 NO.2109/PD",8525965,98.00,Longline,LL,27.35,LOA,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6318,Fishing,"CAHAYA MUTIARA - 28",,Indonesia,Indonesia,YEB5135,"80 NO.2674/PD",8526646,80.00,Longline,LL,22.9,LOA,ANNY,"JL. IKAN TUNA BARAT BENOA DENPASAR, PEDUNGAN, KEC. DENPASAR SELATAN, KOTA DENPASAR. PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4933,Fishing,"CHIU SHIH - 05","MULTI PRIMA",Indonesia,Indonesia,YEA5338,"88 NO.611/PD",8526268,88.00,Longline,LL,31.83,LOA,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6733,Fishing,"BANDAR NELAYAN 528",,Indonesia,Indonesia,YEC5155,"127 NO.2878/PD",8525989,127.00,Longline,LL,34.3,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5730,Fishing,"BANDAR NELAYAN - 50",,Indonesia,Indonesia,YEB5186,"86 NO.2533/PD",8527640,86.00,Longline,LL,28.05,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV7856,Fishing,"BANDAR NELAYAN I",,Indonesia,Indonesia,YEC5160,"30 NO.1121/QA",8445933,30.00,Longline,LL,19,LOA,"MERRY SANNI","JL. TUKAD BADUNG N0.170 DENPASAR SR/LINK. KELOD RENON, DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6931,Fishing,"BANDAR NELAYAN - 223","ASEAN PRIMA - II",Indonesia,Indonesia,YEB5065,"122 NO.1418/MMA",8592059,122.00,Longline,LL,31.48,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6026,Fishing,"BANDAR BAHARI 20",,Indonesia,Indonesia,YEB5325,"75 NO.2810/PD",8527781,75.00,Longline,LL,24.93,LOA,RITA,"PERUMAHAN GUNUNG SARI INDAH BLOK A9 DSN GUNUNG, DESA PEMOGAN, KECAMATAN DENPASAR SELATAN",Indonesia,"GOLDEN TUNA, PT","JL. IKAN TUNA BARAT RAYA II PELABUHAN BENOA, KOTA DENPASAR, PROV. BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5814,Fishing,"BANDAR NELAYAN - 128",,Indonesia,Indonesia,YEA5396,"132 NO.752/PD",8787666,132.00,Longline,LL,31.17,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6933,Fishing,"BANDAR NELAYAN - 273",,Indonesia,Indonesia,YEB5209,"147 NO.1236/PD",8592047,147.00,Longline,LL,32.08,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5230,Fishing,"BANDAR NELAYAN - 168",,Indonesia,Indonesia,YEB5190,"124 NO.3036/PD",8788012,124.00,Longline,LL,31.7,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6438,Fishing,"BANDAR BAHARI - 22",,Indonesia,Indonesia,YEB5361,"68 NO.2700/PD",8561529,68.00,Longline,LL,23.73,LOA,"BARUNA SEGARA MANDIRI, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,"BARUNA SEGARA MANDIRI, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5815,Fishing,"BANDAR NELAYAN - 202","WISHMELUCK 168",Indonesia,Indonesia,YEA5460,"144 NO.1263/PD",8526713,144.00,Longline,LL,31.43,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5810,Fishing,"BANDAR NELAYAN - 236","HASIL NELAYAN",Indonesia,Indonesia,YEC5384,"87 NO.1284/PD",8527626,87.00,Longline,LL,28.21,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV7755,Fishing,"BANDAR NELAYAN - 276","SUMBER MITRA - I",Indonesia,Indonesia,YEA5451,"128 NO.1267/PD",8592267,128.00,Longline,LL,31.32,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV7757,Fishing,"BANDAR NELAYAN - 211","MAHARANI SAMUDERA - III",Indonesia,Indonesia,YEB5072,"108 NO.1431/MMA",8592217,108.00,Longline,LL,31.58,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV5811,Fishing,"BANDAR NELAYAN - 238",,Indonesia,Indonesia,YE5781,"93 NO.2641/PD",8527937,93.00,Longline,LL,29.82,LOA,"BANDAR NELAYAN, PT.","JL. IKAN TUNA IV NO. 8 KEL. PEDUNGAN, KEC. DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"BANDAR BENOA BALI, PT","JL. IKAN TUNA RAYA BARAT NO.5 PELABUHAN BENOA - DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6153,Fishing,"BAHARI NUSANTARA I",,Indonesia,Indonesia,YEB5749,"30 NO.2548/PD",8574394,30.00,Longline,LL,23.1,LOA,"CAHYADI T","JL. MERTASARI GG. KELANA SIDAKARYA DENPASAR SELATAN, DENPASAR, BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV7957,Fishing,"BAHARI NUSANTARA 63",,Indonesia,Indonesia,YEC5842,"30 NO.3178/PD",9961984,30.00,Longline,LL,21.5,LOA,JOVEN,"JL. MERTASARI GG KELANA NO.7, KEL. SIDAKARYA, KEC. DENPASAR SELATAN, KOTA DENPASAR, PROV. BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4851,Fishing,"BAHARI - 688",,Indonesia,Indonesia,YEA5018,"139 NO.2322/PD",8527327,139.00,Longline,LL,31.8,LOA,"SENDY DORA DISA","JL. PALAPA III NO.34, DENPASAR",Indonesia,"SENDY DORA DISA","JL. PALAPA III NO.34, DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4852,Fishing,"BAHARI 689",,Indonesia,Indonesia,YE5752,"102 NO.499/PD",8526892,102.00,Longline,LL,30.2,LOA,DESY,"JL. PALAPA XIII BR/LINK TAMAN SARI, KEL. SESETAN, KEC. DENPASAR SELATAN, KOTA DENPASAR",Indonesia,DESY,"JL. PALAPA XIII BR/LINK TAMAN SARI, KEL. SESETAN, KEC. DENPASAR SELATAN, KOTA DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6665,Fishing,"BAHARI NUSANTARA 35","NAGA MAS PERKASA - 20",Indonesia,Indonesia,YEC5404,"36 NO.3109/PD",8573950,36.00,Longline,LL,22.32,LOA,JOVEN,"JL. MERTASARI GG KELANA NO.7, KEL. SIDAKARYA, KEC. DENPASAR SELATAN, KOTA DENPASAR, PROV. BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4847,Fishing,"BAHARI - 268","INDAH JAYA II",Indonesia,Indonesia,YE5879,"154 NO.423/PD",8527511,154.00,Longline,LL,27.43,LOA,"PAHALA BAHARI BALI, PT","JL. MERTASARI NO.116, SUWUNG KANGIN, DENPASAR",Indonesia,"PAHALA BAHARI BALI, PT","JL. MERTASARI NO.116, SUWUNG KANGIN, DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV4856,Fishing,"BAHARI - 368",,Indonesia,Indonesia,YE5903,"147 NO.462/PD",8526696,147.00,Longline,LL,29.5,LOA,"PAHALA BAHARI BALI, PT","JL. MERTASARI NO.116, SUWUNG KANGIN, DENPASAR",Indonesia,"PAHALA BAHARI BALI, PT","JL. MERTASARI NO.116, SUWUNG KANGIN, DENPASAR",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6336,Fishing,"BANDAR BAHARI - 188",,Indonesia,Indonesia,YEB5702,"59 NO.2720/PD",8584301,59.00,Longline,LL,25.7,LOA,"BARUNA SEGARA MANDIRI, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,"BALI SEGARA NUSANTARA, PT","JL. IKAN TUNA II NO.8, PELABUHAN BENOA",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6700,Fishing,"BAHARI NUSANTARA 69",,Indonesia,Indonesia,YEC5504,"30 NO.3009/PD",8584466,30.00,Longline,LL,19.5,LOA,JOVEN,"JL. MERTASARI GG KELANA NO.7, KEL. SIDAKARYA, KEC. DENPASAR SELATAN, KOTA DENPASAR, PROV. BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
FV6944,Fishing,"BAHARI NUSANTARA - 25",,Indonesia,Indonesia,YEB5758,"128 NO.2702/PD",8593479,128.00,Longline,LL,32.1,LOA,"INDOTAMA BAHARI, PT.","JL.IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, KEL. PEDUNGAN , KEC. DENPASAR SELATAN, KOTA DENPASAR, PROV. BALI",Indonesia,"SUMBER MINA SAMUDERA, PT.","JL. IKAN TUNA BARAT KOMPLEK SSU PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, BALI",Indonesia,Yes,"01 Jan 2025","31 Dec 2025"
