Name,"Built in Country","Built in Year","IMO Number","WCPFC ID","FFA ID","International Radio Call Sign (IRCS)",MMSI,"Registration Number",Flag,Type,"Registration Start","Registration Period","Current Status","Application Type",Registrant,"Registrant Acting As","Reason for Deregistration","Registration Number","Port of Registry","Vessel Tonnage (GRT)","Hull Material","Vessel Length (LOA)","Vessel Length (PP)","Vessel Length (RL)","Rated Speed","Normal Crew Complement","Engine Model","Total Fuel Carrying Capacity","Total Power of Main Engine or Engines","Power Unit","Fish Hold Capacity","Fish Hold Capacity Unit","Freezer Types","Refrigerant Used Type","Refrigerant Used Capacity","Previous Names","Last Radio Call Sign (IRCS)","Last Flag State Registration Number","Previous Flag","Owner Company Name","Owner Mailing Address","Operator Name","Operator Mailing Address","Vessel Master Name","Vessel Master Nationality","Fishing Master Name","Fishing Master Nationality","Recent side-view vessel photo","Recent plan-view vessel photo"
"ZHONG SHUI 748",China,2018,9865283,11732,36846,BZYZ5,412549005,(LU)CHUANDENG(JI)(2023)FT-200162,China,Longline,01-Dec-2024,30-Nov-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2023)FT-200162,YANTAI,215.00,Steel,"34.63 Metres",,"34.63 Metres","11.10 Knots",14,CW6200ZCC,"78.58 Kilolitres",407.00,KW,150.27,"Cubic Metres","Air Coils",R22,"600.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","Lot 2 Wailada Lami
Fiji","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","WU ZENGTAO",China,"WU ZENGTAO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/748%20top.jpg
"HONG YANG 88",China,2012,9666948,10314,36307,BBIO8,412326873,(LU)CHUANDENG(JI)(2023)FT-200076,China,Longline,30-Nov-2024,29-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2023)FT-200076,SHIDAO,255.00,Steel,"35.16 Metres",,,"10.00 Knots",14,WHM6200,,720.00,KW,120.00,"Metric Tonnes","Air Coils",R22,"350.00 Kg",,,,,"RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province","RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village
Lidao Town, Rongcheng City
Weihai City, Shandong Province 
China","YANG KAI",China,"YANG KAI",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/HONGYANG%2088%20PHOTO2_0.jpg
"ZHONG SHUI 758",China,2018,9865295,11733,36847,BZYZ6,412549008,(LU)CHUANDENG(JI)(2023)FT-200163,China,Longline,30-Nov-2024,29-Nov-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2023)FT-200163,YANTAI,215.00,Steel,"34.63 Metres",,"31.63 Metres","11.10 Knots",13,CW6200ZC,"78.58 Kilolitres",407.00,KW,150.27,"Cubic Metres","Air Coils",R22,"600.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","Lot 2 Wailada 
Lami Fiji","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","SUN DE JIE",China,"SUN DE JIE",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/758%20top.jpg
"ALBATUN TRES",Spain,2004,9281310,5269,35571,EADN,224680000,ESP000026123,Spain,"Single Purse Seiner",30-Nov-2024,29-Nov-2025,Approved,"Good Standing Foreign",O.P.A.G.A.C.,"Authorised Agent",,ESP000026123,VIGO,4406.00,Steel,"116.00 Metres","101.88 Metres","115.00 Metres","19.00 Knots",33,"WARTSILA NSD6428C0","846.00 Kilolitres",6300.00,HP,3161.40,"Cubic Metres",Brine,NH3,"200000.00 Kg",,,,,"Albacora S.A.","POLIGONO INDUSTRIAL LANDABASO S/N
48370- BERMEO (BIZKAIA)-SPAIN","ALBACORA, S.A.","POLIGONO INDUSTRIAL LANDABASO S/N
48370- BERMEO (BIZKAIA)-SPAIN","Igor Abaroa Bilbao",Spain,"Igor Abaroa Bilbao",Spain,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Foto%20helipuerto.jpg
"XIN SHI JI 36",China,2022,9971161,12124,37056,BZUU2,412674190,(ZHE)CHUANDENG(JI)(2022)FT-200094,China,Longline,30-Nov-2024,29-Nov-2025,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(ZHE)CHUANDENG(JI)(2022)FT-200094,ZHOUSHAN,556.00,Steel,"44.70 Metres",,"44.16 Metres","11.00 Knots",25,XCW8200ZC-12,"220.00 Kilolitres",890.00,HP,200.00,"Metric Tonnes","Air Coils",R507A,"2200.00 Kg",,,,,"Zhejiang New Times International Fisheries Co. Ltd","Station10,Room502,No1-5,Shanghui Road,Ganlan,Dinghai District,Zhoushan,Zhejiang.","Zhejiang New Times International Fisheries Co. Ltd","Station 10, Room 502
No1-5, Shanghui Road
Ganlan, Dinghai District
Zhoushan, Zhejiang, China","WANG XIANGYUE",China,"WANG XIANGYUE",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/XSJ36%20Recent%20plan-view%20vessel%20photo.jpg
"ZHONG SHUI 768",China,2018,9865300,11734,36848,BZYZ7,412549009,(LU)CHUANDENG(JI)(2023)FT-200164,China,Longline,30-Nov-2024,29-Nov-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2023)FT-200164,YANTAI,215.00,Steel,"34.63 Metres",,"34.63 Metres","11.10 Knots",13,CW6200ZC,"78.58 Kilolitres",407.00,KW,150.27,"Cubic Metres","Air Coils",R22,"600.00 Kg",,,,,"CNFC Overseas Fisheries Co., Ltd","Lot 2 Wailada
Lami Fiji","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","GAO QUANHE",China,"GAO QUANHE",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/768%20top.jpg
"ZHONG SHUI 728",China,2018,9865269,11729,36844,BZYZ3,412549003,(LU)CHUANDENG(JI)(2023)FT-200160,China,Longline,30-Nov-2024,29-Nov-2025,Approved,"Good Standing Foreign","CNFC Overseas Fisheries Co., Ltd",Owner,,(LU)CHUANDENG(JI)(2023)FT-200160,YANTAI,215.00,Steel,"34.63 Metres",,"34.63 Metres","11.10 Knots",15,KTA19-MB3,"65.22 Kilolitres",407.00,KW,150.27,"Cubic Metres","Air Coils",R22,"600.00 Kg",,,,,"Solong Seafood Development Ltd","P.O.Box 2394 Honiara 
Solomon Islands","CNFC Overseas Fisheries Co., Ltd","No.31, Mingfeng Lane
Xi Dan, Beijing
China","LIU JINGHAO",China,"LIU JINGHAO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/728%20top.jpg
"BLUE FORTUNE 31",China,2011,9639086,10026,36172,T3AJ,529054000,K-30106,Kiribati,Longline,29-Nov-2024,28-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,K-30106,,264.00,Steel,"39.60 Metres",,,"10.00 Knots",15,"WEICHA DISIEL","95.00 Kilolitres",480.00,KW,200.00,"Cubic Metres","Air Coils",R22,"260.00 Kg","ZHONG DA 5",3DNS,000981,Fiji,"Kiribati Fish Limited","Betio wharf,
Betio, Tarawa
Kiribati","KIRIBATI FISH LIMITED","Betio wharf
Betio, Tarawa
Kiribati","Mo Qizhen",China,"Mo Qizhen",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/BLUE%20FORTUNE%2031%20TOP%20PHOTO_0.jpg
"BLUE FORTUNE 32",China,2011,9639098,10027,36173,T3AK,529055000,K-30107,Kiribati,Longline,29-Nov-2024,28-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,K-30107,,264.00,Steel,"39.60 Metres",,,"10.00 Knots",14,"WEICHA DISIEL","105.00 Kilolitres",480.00,KW,200.00,"Metric Tonnes","Air Coils",R22,"260.00 Kg","ZHONG DA 6",3DNT,000982,Fiji,"Kiribati Fish Limited","Betio wharf,
Betio, Tarawa
Kiribati","Kiribati Fish Limited","Betio wharf,
Betio, Tarawa
Kiribati","Chen Xintu",China,"Chen Xintu",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/BLUE%20FORTUNE%2032%20TOP%20PHOTO.jpg
"FONG KUO NO.189",Taiwan,2013,9720213,10828,36497,BL2113,416243700,CT8-0113,Taiwan,"Single Purse Seiner",29-Nov-2024,28-Nov-2025,Approved,"Good Standing Foreign","Fong Kuo Fishery Co., Ltd",Owner,,CT8-0113,KAOHSIUNG,1428.00,Steel,"71.79 Metres","61.85 Metres","63.50 Metres","15.10 Knots",40,"DIESEL 8DKM-28E","436.72 Kilolitres",3600.00,HP,1496.00,"Cubic Metres",Brine,AMMONIA,"1000000.00 Kg",,,,,"Fong Kuo Fishery Co., Ltd","Room 423,4F.,No.3 Yu Kang E. 2nd Rd.,
Chien Chen District, Kaohsiung City 80672, Taiwan(R.O.C)","Fong Kuo Fishery Co., Ltd","Room 423,4F.,No.3 Yu Kang E. 2nd Rd.,
Chien Chen District, Kaohsiung City 80672, Taiwan(R.O.C)",Navigator,Philippines,"YEN FU LUN",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/FK189-%E7%94%B2%E6%9D%BF%E7%85%A7.jpg
"LU RONG YUAN YU 889",China,2013,9704415,10676,36457,BBIV9,412329461,(LU)CHUANDENG(JI)(2023)FT-200002,China,Longline,29-Nov-2024,28-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2023)FT-200002,SHIDAO,255.00,Steel,"35.16 Metres",,,"10.00 Knots",13,XCM6200ZC,,720.00,KW,120.00,"Metric Tonnes",,R22,"350.00 Kg",,,,,"RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village, Lidao Town, Rongcheng City, Weihai City, Shandong Province","RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village
Lidao Town, Rongcheng City
Weihai City, Shandong Province 
China","WAN YUGUO",China,"WAN YUGUO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/LU%20RONG%20YUAN%20YU%20889%20PHOTO%202%20%282%29_0.JPG
"SHEN GANG FA 18",China,2013,9731145,10817,36496,BZXD55,412460284,(YUE)CHUANDENG(JI)(2023)FT-200073,China,Longline,28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","China Overseas Fisheries Association","Authorised Agent",,(YUE)CHUANDENG(JI)(2023)FT-200073,SHENZHEN,302.00,Steel,"38.85 Metres",,"38.85 Metres","11.50 Knots",18,CW6200ZC-110,"119.00 Kilolitres",890.00,KW,525.84,"Cubic Metres","Air Coils",R125,"3000.00 Kg",,,,,"Shenzhen Shengang Overseas Industrial Co., Ltd","Room 1302,International Chamber Of Commerce Building, Xinzhou Road East,Futian District, Shenzhen City , China","Shenzhen Shengang Overseas Industrial Co., Ltd","Room 1302, Block A, International Chamber
Of Commerce Building, Fuhua Road
Futian District, Shenzhen City , China","SUN Peng",China,"SUN Peng",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/18%20plan.jpg
"SHEN GANG FA 16",China,2013,9731119,10815,36494,BZXD53,412460282,(YUE)CHUANDENG(JI)(2023)FT-200071,China,Longline,28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","China Overseas Fisheries Association","Authorised Agent",,(YUE)CHUANDENG(JI)(2023)FT-200071,SHENZHEN,302.00,Steel,"38.85 Metres",,"38.85 Metres","11.50 Knots",18,CW6200ZC-110,"119.00 Kilolitres",890.00,KW,449.36,"Cubic Metres",,R125,"3000.00 Kg",,,,,"Shenzhen Shengang Overseas Industrial Co., Ltd","Rm 1302, Block A, International Chamber of Commerce Building, No. 138, Fuhua 1st Road, Futian District, Shenzhen","Shenzhen Shengang Overseas Industrial Co., Ltd","Rm 1302, Block A
International Chamber of Commerce Bldg.
No. 138, Fuhua 1st Road
Futian District, Shenzhen, China","JIANG Li",China,"JIANG Li",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/16%20plan.jpg
"ULTRA ENERGY",Japan,1999,9184031,12101,37079,3E2096,352001044,52976-22-C,Panama,Bunker,28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","Union Petrochemical (HK) Co. Ltd",Owner,,52976-22-C,PANAMA,5404.00,Steel,"107.90 Metres",,,"12.50 Knots",19,"HANSHIN B&W 6L35MC","432.40 Kilolitres",3309.00,HP,,"Cubic Metres",,,,,,,,"TOP ELECT INTERNATIONAL LIMITED","Mandar House, 3rd Floor, Johnson’s Ghut, Tortola, British Virgin Islands","Top Elect International Limited","Mandar House, 3rd Floor
Johnson's Ghut, TORTOLA
British Virgin Islands","Lin Wan Yong",China,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/07_ULTRA%20ENERGY%20-%20CALL%20SIGN.jpg
"SHEN GANG FA 19",China,2013,9741463,10831,36506,BZXD56,412460285,(yue)chuandeng(ji)(2023)FT-200074,China,Longline,28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","China Overseas Fisheries Association","Authorised Agent",,(yue)chuandeng(ji)(2023)FT-200074,SHENZHEN,302.00,Steel,"38.85 Metres",,"38.85 Metres","11.50 Knots",18,CW6200ZC-110,"119.00 Kilolitres",850.00,KW,525.84,"Cubic Metres","Air Coils",R125,"3000.00 Kg",,,,,"Shenzhen Shengang Overseas Industrial Co., Ltd","Rm 1302, Block A, International Chamber of Commerce Building, No. 138, Fuhua 1st Road, Futian District, Shenzhen","Shenzhen Shengang Overseas Industrial Co., Ltd","Rm 1302, Block A, International Chamber
of Commerce Building, Fuhua Road
Futian District, Shenzhen City, China","HU Zhi en",China,"HU Zhi en",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/19%20plan.jpg
"SHEN GANG FA 17",China,2013,9731133,10816,36495,BZXD54,412460283,(YUE)CHUANDENG(JI)(2023)FT-200072,China,Longline,28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","China Overseas Fisheries Association","Authorised Agent",,(YUE)CHUANDENG(JI)(2023)FT-200072,SHENZHEN,302.00,Steel,"38.85 Metres",,"38.85 Metres","11.50 Knots",18,CW6200ZC-110,"119.00 Kilolitres",890.00,KW,525.84,"Cubic Metres",,R125,"3000.00 Kg",,,,,"Shenzhen Shengang Overseas Industrial Co., Ltd","Room 1302,International Chamber Of Commerce Building, Xinzhou Road East,Futian District, Shenzhen City , China","Shenzhen Shengang Overseas Industrial Co., Ltd","Room 1302, Block A, International Chamber
Of Commerce Building, Fuhua Road
Futian District, Shenzhen City, China","FAN Hao tao",China,"FAN Hao tao",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/17%20plan.jpg
"XIN SHI JI 78",China,2005,8653528,150,35617,BZVZ8,412695630,(ZHE)CHUANDENG(JI)(2022)FT200015,China,Longline,28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","Zhejiang Ocean Family Co., Ltd",Owner,,(ZHE)CHUANDENG(JI)(2022)FT200015,ZHOUSHAN,634.00,Steel,"48.70 Metres","48.70 Metres","56.50 Metres","12.00 Knots",30,6M26AFTE,"320.00 Kilolitres",735.00,HP,230.00,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",,,Z07-050433,,"Zhejiang Ocean Family Co., Ltd","NO.1-6 Shanghui Road,Ganlan,
Dinghai District,Zhoushan,Zhejiang,China","Zhejiang Ocean Family Co., Ltd","NO.1-6 Shanghui Road, Ganlan
Dinghai District, Zhoushan
Zhejiang, China","Zheng Yong Guo",China,"Zheng Yong Guo",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/eff8815794600b98abd8562cf865b2f.jpg
"HIKARI 1",Japan,2003,9293313,9224,35899,3EYH9,374244000,4742115C,Panama,"Fish Carrier/Reefer",28-Nov-2024,27-Nov-2025,Approved,"Good Standing Foreign","Kyoei Kaiun Kaisha, Ltd",Owner,,4742115C,PANAMA,4521.00,Steel,"120.75 Metres","112.90 Metres","113.37 Metres","14.50 Knots",24,MAKITA,"1372.79 Kilolitres",4070.00,HP,5739.32,"Cubic Metres","Air Coils",R22,"2000.00 Kg",,,47785TJ,,"New Power Ship S.a.","C/O Kyoei Kaiun Kaisha Ltd
2-15, 1 Chome, 
Higashi Nihonbashi, Chuo-Ku, 
TOKYO
Japan","Kyoei Kaiun Kaisha Ltd.","2-15, 1 Chome, 
Higashi Nihonbashi, Chuo-Ku, 
TOKYO
Japan","Jefferson Barcebas Genciana",Philippines,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/IMG_1046.jpg
"JIA YI 28",Afghanistan,2024,1016604,12344,37223,BPVR9,413585840,070024000048,China,"Fish Carrier/Reefer",27-Nov-2024,26-Nov-2025,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,070024000048,ZHOUSHAN,6737.00,Steel,"128.00 Metres",,,"13.20 Knots",38,6UEC33LSE-C2,"993.00 Kilolitres",3980.00,KW,6700.00,"Cubic Metres","Air Coils",R507A,"9000.00 Kg",,,,,"ZHOUSHAN JIAHANG MARINE CO.,LTD","Rm1003,West building, Zhoushan Haizhongzhou International Plaza,2701 Haitian Avenue,Donggang street,Putuo District, Zhoushan City,Zhejiang province,P.R.CHINA","ZHOUSHAN JIAHANG MARINE CO.,LTD","Rm 1003,West bldg,
International Plaza,2701 Haitian Ave,
Donggang st, Zhoushan City,
Zhejiang Province, P.R.CHINA","ZHANG MU SHUI",China,"ZHANG MU SHUI",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/HUHAO.jpg
SALTLAKE,Japan,1986,8603121,8850,34311,D7MG,440116000,JJR-131060,"Korea, Republic of","Fish Carrier/Reefer",27-Nov-2024,26-Nov-2025,Approved,"Good Standing Foreign","Ji Sung Shipping Co., Ltd",Owner,,JJR-131060,JEJU,3437.00,Steel,"96.78 Metres",,,"14.00 Knots",20,"AKASAKA 6UEC 37LA","595000.00 Kilolitres",4050.00,KW,5149.30,"Cubic Metres",,R22,,,,,,"Ji Sung Shipping Co., Ltd","15, Saemunan-Ro, 3 Gil
Jongno-Gu, Seoul
Republic of Korea","Ji Sung Shipping Co., Ltd","15, Saemunan-Ro, 3-Gil
Jongno-Gu
SEOUL
Korea, Republic of","SON, YU SUNG","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Saltlake%20Overview.jpg
SUAH,Japan,1990,9000376,10112,36336,HOZZ,356386000,43379-12-D,Panama,"Fish Carrier/Reefer",27-Nov-2024,26-Nov-2025,Approved,"Good Standing Foreign","Khana Marine Ltd","Charterer / Operator",,43379-12-D,PANAMA,4444.00,Steel,"120.70 Metres",,"113.34 Metres","14.50 Knots",20,"KOBE DIESEL","887.75 Kilolitres",4120.00,KW,6711.39,"Cubic Metres","Air Coils",R22,"2600.00 Kg",,,42438PEXT1,,"NOK CO. LTD., S.A.","5TH FL OF CEMENTO PANAMA BLDG, P.O. BOX 4493, PANAMA 5, REPUBLIC OF PANAMA","KHANA MARINE LIMITED","12FL DK Bldg, 6-12,
Jungang-Daero, 180Beon-Gil
Dong-Gu, Busan
South Korea","GO YOUNG MAN","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Bridge%20view%20Suah%20%282%29.jpg
"RONG DA YANG 28",China,2012,9679696,10356,36318,BBGA8,412328796,(LU)CHUANDENG(JI)(2024)FT-200127,China,Longline,27-Nov-2024,26-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2024)FT-200127,WEIHAI,336.00,Steel,"38.22 Metres",,,"10.00 Knots",16,XCM6200ZC,"180.00 Kilolitres",698.00,KW,160.00,"Metric Tonnes","Air Coils",R22,"350.00 Kg",,,,,"Weihai Changhe Fishery Co,.Ltd","1105 Room No.111 Haibin Northroad Huancui District Weihai City Shandong Province","Weihai Changhe Fishery Co,.Ltd","Room 101, Main Building, Gaofa Building
Fushun Road, Torch High-Tech Industrial 
Development Zone, Weihai City
Shandong Province, China","SUN LEI",China,"SUN LEI",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/RONG%20DA%20YANG%2028%20PLAN%20VIEW%20%282%29.jpg
"RONG DA YANG 18",China,2012,9679658,10358,36316,BBGA6,412328798,(LU)CHUANDENG(JI)(2024)FT-200125,China,Longline,27-Nov-2024,26-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,(LU)CHUANDENG(JI)(2024)FT-200125,WEIHAI,336.00,,"38.22 Metres",,,"10.00 Knots",16,WC6200,,698.00,KW,160.00,"Metric Tonnes","Air Coils",R22,"350.00 Kg",,,,,"Weihai Changhe Fishery Co,.Ltd","1105 Room No.111 Haibin Northroad Huancui District Weihai City Shandong Province","Weihai Changhe Fishery Co,.Ltd","Room 101, Main Building, Gaofa Building, 
Fushun Road, Torch High-Tech Industrial 
Development Zone, Weihai City, 
Shandong Province, China","LIU JUN",China,"LIU JUN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/RONG%20DA%20YANG%2018.jpg
"YI SIANG NO.1",Taiwan,2013,8525795,10631,36448,BG3975,416004582,CT5-1975,Taiwan,Longline,26-Nov-2024,25-Nov-2025,Approved,"Good Standing Foreign","Tri Marine Taiwan Office","Charterer / Operator",,CT5-1975,KAOHSIUNG,122.17,Fibreglass,"24.95 Metres","20.50 Metres","21.32 Metres","9.50 Knots",17,MITSUBISHI,"48.33 Kilolitres",939.50,HP,158.22,"Cubic Metres","Air Coils",R22,"850.00 Kg",,,,,"CHI, YU-YUN","4F., No. 259, Zhongzheng Rd., Luzhou Dist., New Taipei City 24759 , Taiwan (R.O.C.)","CHI, YU-YUN","4F., No. 259, Zhongzheng Rd.
Luzhou Dist., New Taipei City 24759 
Taiwan (R.O.C.)","TSENG, CHIN HUA",Taiwan,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E5%84%84%E7%A5%A51%E8%99%9F-%E6%96%B0%E8%88%B9%E7%85%A7-%E4%B8%8A%E9%9D%A2-113.5.22.jpg
"NIAN SHENG NO.168",Taiwan,2011,8795352,9979,36149,BG4003,416004242,CT5-2003,Taiwan,Longline,26-Nov-2024,25-Nov-2025,Approved,"Good Standing Foreign","Tri Marine Taiwan Office","Charterer / Operator",,CT5-2003,KAOHSIUNG,129.45,Steel,"24.90 Metres","19.50 Metres","20.80 Metres","9.50 Knots",18,MITSUBISHI,"50.28 Kilolitres",939.50,HP,157.82,"Cubic Metres","Air Coils",R22,"850.00 Kg",,,,,"NATIONAL FISHERIER DEVELOPMENTS LIMITED","PO BOX 717 HONIARA SOLOMON ISLANDS","National Fisheries Development Ltd","P O Box 717
HONIARA
Solomon Islands","HUNG, CHUN-DAN",Taiwan,,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1729651487563.jpg
"HSINLONG NO. 1",China,2010,9627241,9775,36018,3DWI,520174000,000819,Fiji,Longline,26-Nov-2024,25-Nov-2025,Approved,"Good Standing Foreign","Hsinlong Fisheries Ltd",Owner,,000819,"SUVA PRINCESS WHARF",193.00,Steel,"36.60 Metres","31.50 Metres","36.60 Metres","10.50 Knots",14,LUACAI,"80.00 Kilolitres",382.00,HP,95.00,"Metric Tonnes",Ice,R22,"95000.00 Kg",,,,,"Hsinlong Fisheries Pte Limited","P.O.BOX 11887
Suva
Fiji","Hsinlong Fisheries Pte Limited","P.O.BOX 11887
Suva
Fiji","Cong Maochun",China,"Cong Maochun",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Hsinlong%20no%201%20Plan%20view.jpg
"NO. 1 POHAH",Japan,1988,8714944,4474,34741,3FSS6,371542000,4533813CH,Panama,"Fish Carrier/Reefer",25-Nov-2024,24-Nov-2025,Approved,"Good Standing Foreign","Khana Marine Ltd","Charterer / Operator",,4533813CH,PANAMA,4261.00,,"115.90 Metres",,"108.47 Metres","13.00 Knots",21,DIESEL,"781.39 Kilolitres",2978.00,KW,5977.87,"Cubic Metres","Air Coils",R22,"2600.00 Kg",,,,"Marshall Islands","NOK CO. LTD., S.A","3604, KOREA TRADE TOWER, 511, YEONGDONG-DAERO,
GANGNAM-GU, SEOUL, KOREA","KHANA MARINE LTD.","12FL DK BLDG, 6-12, JUNGANG-DAERO, 
180BEON-GIL, DONG-GU, 
BUSAN, REPUBLIC OF KOREA","Kim Se Hun","Korea, Republic of",,,,https://vessel-register.ffa.int/sites/default/files/vsr_files/PHOTO%202_7.jpg
"JIH YU NO.168",Taiwan,2015,9794745,11355,36703,BKKN,416004000,CT8-0118,Taiwan,"Single Purse Seiner",25-Nov-2024,24-Nov-2025,Approved,"Good Standing Foreign","Jih Yu & Chern Lung Fishery/Queen Tuvalu Inc.",Owner,,CT8-0118,KAOHSIUNG,1484.00,Steel,"70.59 Metres","63.07 Metres","70.59 Metres","12.00 Knots",40,DAIHATSU,"440.00 Kilolitres",3600.00,HP,1639.69,"Cubic Metres",Brine,"R717 (Ammonia)","950000.00 Kg",,,,,"KO CHUN MING","11F-3 No.247 Ming Sheng 1st Road,Kaohsiung,Taiwan,80046,R.O.C.","KO CHUN MING","11F-3 No.247 Ming Sheng 1st Road
Kaohsiung City 80046
Taiwan,  R.O.C","SHAO, KUO-HSI",Taiwan,"SHAO, KUO-HSI",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%2805%29%20Deck%20Photo_0.jpg
JINXIANG12,China,2012,9789374,11230,36652,BZYB3,412201818,"(YUE) CHUANDENG (JI) (2024) FT-200010",China,Longline,25-Nov-2024,24-Nov-2025,Approved,"Good Standing Foreign","Future Electronics Company","Authorised Agent",,"(YUE) CHUANDENG (JI) (2024) FT-200010",SHEKOU,271.00,Fibreglass,"33.90 Metres",,,"10.00 Knots",18,XCM6200ZC,"120.00 Kilolitres",810.00,KW,230.00,"Cubic Metres","Air Coils",R22,"350.00 Kg",,,,,"AOXIAN(SHENZHEN)FISHERY CO.,LTD","Yantian Modern Industry Service Center 6a-155Shatoujiao Street, Yantian District, Shenzhen， China","AOXIAN (SHENZHEN) FISHERY CO.,LTD","Yantian Modern Industry Service Center 
6a-155Shatoujiao Street, Yantian District
SHENZHEN, China","YU JINGPING",China,"YU JINGPING",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/JIN%20XIANG%2012%20TOP%20VIEW%20PHOTO.jpg
"SOUTHERN SEAS NO.301",China,2014,9764415,11348,36704,H4SR,557005500,1097,"Solomon Islands","Single Purse Seiner",25-Nov-2024,24-Nov-2025,Approved,"Good Standing Foreign","Southern Seas Logistic Ltd",Owner,,1097,HONIARA,1408.00,Steel,"70.80 Metres","0.57 Metres","62.00 Metres","14.00 Knots",40,"NIGATA 6MG34HX","367.52 Kilolitres",2647.00,KW,900.00,"Metric Tonnes",Brine,NH3,"5000.00 Kg",,,,,"Southern Seas Logistic Ltd","P.O.BOX 1278 HONIARA SOLOMON ISLANDS","Southern Seas Logistic Ltd","P O Box 1278
HONIARA
Solomon Islands","Shim Young Bo","Korea, Republic of","Shim Young Bo","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/SS301%20Plan-View%20Vessel%20Photo_0.jpg
